./setup.py,exec_used,B102,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/78.html,Use of exec detected.,17,4,30,[17],https://bandit.readthedocs.io/en/1.7.6/plugins/b102_exec_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,91,4,51,[91],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,92,4,51,[92],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,93,4,51,[93],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,102,4,35,[102],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,135,4,68,[135],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,136,4,68,[136],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,137,4,46,[137],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,138,4,46,[138],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,139,4,46,[139],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,140,4,46,[140],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,148,4,35,[148],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,188,4,67,[188],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,189,4,47,[189],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,190,4,50,[190],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,191,4,50,[191],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,192,4,50,[192],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,193,4,50,[193],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,200,4,36,[200],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,235,4,44,[235],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,236,4,44,[236],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,237,4,44,[237],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,238,4,44,[238],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,239,4,45,[239],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,240,4,45,[240],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,243,4,32,[243],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,267,4,44,[267],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,268,4,44,[268],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,269,4,44,[269],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,270,4,44,[270],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,271,4,44,[271],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,272,4,44,[272],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,275,4,32,[275],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,287,4,47,[287],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,288,4,47,[288],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,289,4,47,[289],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,290,4,47,[290],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,291,4,47,[291],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,292,4,47,[292],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,295,4,31,[295],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,313,4,55,[313],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,314,4,55,[314],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,315,4,55,[315],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,316,4,55,[316],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,317,4,50,[317],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,318,4,47,[318],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,322,4,35,[322],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,341,4,50,[341],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,342,4,50,[342],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,343,4,50,[343],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,344,4,50,[344],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,345,4,46,[345],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,346,4,46,[346],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,350,4,35,[350],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,370,4,47,[370],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,371,4,47,[371],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,372,4,47,[372],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,373,4,47,[373],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,374,4,47,[374],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,375,4,47,[375],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,378,4,35,[378],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,393,4,53,[393],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,394,4,53,[394],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,395,4,53,[395],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,396,4,53,[396],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,397,4,56,[397],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,398,4,56,[398],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,403,4,38,[403],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,463,4,47,[463],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,464,4,47,[464],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,465,4,47,[465],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,466,4,47,[466],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,467,4,47,[467],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,468,4,47,[468],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,471,4,51,[471],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,490,4,51,[490],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,491,4,47,[491],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,492,4,51,[492],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,493,4,47,[493],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,494,4,51,[494],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,495,4,47,[495],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,498,4,42,[498],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,520,4,49,[520],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,521,4,47,[521],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,522,4,47,[522],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,523,4,47,[523],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,524,4,47,[524],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,525,4,47,[525],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,528,4,32,[528],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,551,4,31,[551],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,572,4,47,[572],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,573,4,47,[573],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,574,4,47,[574],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,575,4,47,[575],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,576,4,47,[576],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,577,4,47,[577],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,579,4,31,[579],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
